target,text,num_characters,num_words,num_sentences
0,noth,15,4,2
0,work ring u thing whole hous scream brat pull hair love u,119,26,2
0,famili respond anyth room went home diwali one call come make feel like die,154,35,3
0,tick tick tick babe,25,7,1
0,r go 4 today meet,30,8,1
0,k da mani page want,29,10,1
0,ya roast,28,6,1
0,send number give repli tomorrow morn said like ok,89,18,1
0,said problem let know,56,16,4
0,ok tell half hr b4 u come need 2 prepar,53,15,1
0,play w comput aiyah tok 2 u lor,37,11,2
0,sat right okay thank,26,6,2
0,derp wors dude alway want parti dude file complaint three drug abus live,129,28,2
0,ok chines food way get fat pay lipo,69,18,2
0,r outsid alreadi,21,5,1
0,good trip watch rememb get back must decid easter,89,20,3
0,yo watch movi netflix,37,8,1
0,time prob 3,42,10,2
0,meh thgt clash realli ah dun mind dun seen lost weight gee,102,26,3
0,arr birthday today wish get oscar,50,13,1
0,open rebtel firefox load put plu sign user name place show two number lower number number pick number pin display okay,200,44,4
0,pick variou point,41,7,1
1,marri local women look discreet action 5 real match instantli phone text match 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx,155,29,3
0,wow v v impress fun shop,38,9,2
0,way ur home,26,8,1
1,burger king wan na play footi top stadium get 2 burger king 1st sept go larg super walk winner,141,31,2
0,problem talk later,29,7,2
0,ur si,16,5,1
0,still custom place,23,4,1
1,come take littl time child afraid dark becom teenag want stay night,124,28,1
0,dude u knw also telugu tht gud k gud nyt,46,14,1
0,confirm eat esplanad,31,6,1
0,send id password,28,6,1
0,kind took garag centr part exhaust need replac part order n take fix tomo morn,118,26,4
1,ur chanc win cash everi wk txt action c custcar 08712405022,126,27,2
0,well might come,29,7,1
0,long quit get like 5 minut day,63,18,2
0,like call mittelschmertz googl dont paracetamol dont worri go,106,21,3
0,well right gon na get check today steam text want come get,121,29,1
0,arriv see coupl day lt 3,44,13,1
0,k wat tht incid,22,7,1
0,yeah get unlimit,22,4,1
0,cthen thk shd b enuff still got conclus n content pg n refer b da content pg n cover pg,116,27,3
0,forgot take 3 year shower sorri phone dead yet,78,18,2
0,got wat buy tell us need come,62,16,1
0,big god bring success,43,11,1
1,bin award play 4 instant cash call 08715203028 claim everi 9th player win min optout 08718727870,140,24,4
0,r stayin extra week back next rugbi weekend hi c u soon ham,126,34,2
0,campu librari,45,11,2
0,affidavit say lt gt e twigg st divis g courtroom lt gt lt time gt doubl check text tomorrow,142,44,2
0,creep,32,11,2
0,get ten billion call text help god,79,17,1
0,told return order,63,17,2
0,murder coz man murder lt gt th januari public holiday close includ post offic,155,33,1
0,depend u go lor,29,7,1
0,smile right go world wonder smile think crazi keep away grin,145,32,1
1,freemsg fav xma tone repli real,33,8,1
0,lil fever fine,22,8,1
0,think still car,32,9,1
0,,10,4,1
1,decemb mobil entitl updat latest colour camera mobil free call mobil updat co free 08002986906,158,30,4
0,ye princess want catch big strong hand,61,14,2
0,oh yeah forgot u take 2 shop,57,15,2
0,mm ask call radio,36,9,1
0,thinkin someon good drug,52,11,2
0,enjoy shower possess pour u ur love one bcoz world lie golden gift love truli,133,30,1
0,alright sure let know leav,55,13,1
0,last much 2 hour might get lucki,57,14,2
0,geniu brother pl send number skype,68,17,3
1,gr8 poli tone 4 mob direct 2u rpli poli titl 8007 eg poli breathe1 titl crazyin sleepingwith finest ymca pobox365o4w45wq 300p,160,30,1
0,thk em find wtc far weiyi goin e rest dunno yet r ur goin 4 dinner den might b abl join,123,32,1
0,forget own privat properti good boy alway passion kiss,111,25,1
1,interflora late order interflora flower christma call 0800 505060 place order midnight tomorrow,139,24,1
0,oh god taken teeth pain,37,10,1
1,romcapspam everyon around respond well presenc sinc warm outgo bring real breath sunshin,152,28,2
0,u ask darren go n pick u lor oso sian tmr haf 2 meet lect,74,20,2
0,need buy lunch eat maggi mee,47,13,2
1,congratul thank good friend u xma prize 2 claim easi call 08712103738 10p per minut,160,31,4
0,oh right make sure load work day got realli nasti cough today dri n shot realli help,149,37,3
1,send logo 2 ur lover 2 name join heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p,160,35,3
0,thanx 4 send home,26,6,1
0,normal hot mail com see,35,9,2
1,tkt euro2004 cup final cash collect call 09058099801 b4190604 pobox 7876150ppm,113,21,1
0,u sick still go shop,29,7,1
0,ya well bbd pooja full pimpl even becom quit black ur rite cold wear sweatter,131,31,1
0,work,28,5,1
0,1 reach home call,23,7,1
0,tri find chines food place around,52,10,1
0,easi mate guess quick drink bit ambiti,53,12,1
0,babe miiiiiiissssssssss need crave geeee sad without babe love,131,38,10
0,ok thanx,11,3,1
0,tunji queen wish great day abiola,88,23,4
0,today iz yellow rose day u love frndship give 1 misscal amp send ur frndz amp see mani miss call u get u get 6miss u marri ur lover,166,43,3
0,class hour sorri,42,11,2
0,wat time u finish ur lect today,32,8,1
1,jamster get crazi frog sound poli text mad1 real text mad2 88888 6 crazi sound 3 c appli,157,38,5
1,chanc realiti fantasi show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call,151,33,1
0,fine good hear dear happi new year oh,74,21,4
0,go wipro interview today,39,8,1
0,tall princess,26,6,1
0,doubt could handl 5 time per night case,57,13,1
0,haha hope hear receipt sound gd luck,55,13,1
0,gon na death gon na leav note say rob fault aveng,94,26,3
0,japanes proverb one u none u must indian version one let none leav final kerala version one stop none make strike,276,77,4
0,today workin free oso gee thgt u workin ur fren shop,82,21,1
0,life face choic toss coin becoz settl question coin air u know heart hope gudni8,160,34,2
0,want kiss feel next,60,16,1
0,happi say,51,12,1
1,adult 18 content video shortli,52,10,1
0,ok would b love u r sure think wot u want drinkin dancin eatin cinema u wot,138,40,3
0,say explicitli told nora know someon probabl gon na bother,104,23,1
0,smith wast wan na gayl,29,7,1
0,mum sent mani mani messag sinc got want know actual get enjoy rest day,142,34,3
0,aight tomorrow around lt gt,40,13,1
1,chanc realiti fantasi show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call,152,34,1
0,actual first time went bed long spoke woke night,130,34,4
0,see,15,4,1
0,dont understand messag,31,6,1
0,crucifi c told earlier,52,12,1
0,idk keep say sinc move keep but head freedom respons tire much shit deal bare keep togeth get ad,234,52,4
0,fuck cedar key fuck come anyway tho,50,12,1
0,twenti past five said train durham alreadi coz reserv seat,103,22,1
1,hey boy want hot xxx pic sent direct 2 ur phone txt porn 69855 24hr free 50p per day stop text stopbcm sf wc1n3xx,140,33,4
0,u still paint ur wall,25,6,1
0,printer cool mean groovi wine groovi,49,11,3
0,hi harish rent transfr ur acnt,47,11,1
0,anyth lor come,27,6,1
0,cbe realli good nowaday lot shop showroom citi shape good,77,19,1
0,still attend da talk,30,6,1
0,prob hon u doinat mo,34,10,2
0,k take care,22,7,1
0,take phone callon friday assum wo year,95,24,2
0,batteri low babe,22,5,1
0,shuhui bought ron present swatch watch,54,12,1
0,yeah quit bit left swing tomorrow get,67,17,1
0,babe said 2 hour almost 4 internet,73,18,2
0,k sure get noon see,56,15,1
0,k k yesterday cbe,32,10,1
0,went ganesh dress shop,25,5,1
1,doubl min 1000 txt orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 yhl,163,29,3
0,collect ur laptop go configur da set izzit,68,12,1
0,aight 8 latest probabl closer jay tyler two trip,121,30,2
0,come aftr lt decim gt clean hous,55,16,1
1,ur current 500 pound maxim ur send cash 86688 cc 08718720201 po box,139,26,2
0,bill letter expect one orang bill may still say orang,132,29,2
0,tell pain de,27,8,1
0,hi darlin hope nice night wish come cant wait see love fran ps want dirti anal sex want 10 man gang bang,141,35,1
0,ha know either clever simpl thing pear day perfect christma,114,25,3
0,helloooo wake full gud,125,44,2
0,alrit,6,1,1
0,must sit around wait summer day celebr magic sight world dress white oooooh let snow,142,30,3
1,urgent mobil number award prize guarante call 09058094454 land line claim valid 12hr,139,26,5
0,guy go see movi side,46,12,1
0,tell think plu go stop run,89,23,2
0,kindli send one flat lt decim gt today,64,17,1
1,sorri u unsubscrib yet mob offer packag min term 54 week pl resubmit request expiri repli themob help 4 info,148,32,4
0,noth lor bit bore dun u go home earli 2 sleep today,77,19,1
0,time tell friend around,47,11,1
0,ye fine love safe,42,13,4
0,thank chikku gud nyt,29,11,1
0,xy ur car u pick,37,11,1
0,thanx 4 time spent 2geva bin mint ur babi want u xxxx,88,23,2
0,yo way could pick someth tonight,47,11,1
0,sent send,33,11,2
0,fine simpli sit,23,5,1
0,tht god gift bird human hav natur gift frm god,67,15,1
0,come day class,32,8,1
0,im done studyn librari,31,7,2
0,ok u enjoy ur show,25,7,1
0,anyth,11,2,1
0,wuld without babi thought alon mite break wan na go crazi everyboy need ladi xxxxxxxx,131,27,2
0,wat dear sleep ah,33,9,2
0,hi test lt gt rd,30,13,1
0,2 student solv cat question lt gt lt gt lt gt tell answer u r brilliant got answr,183,56,2
0,yo know anyon lt gt otherwis abl buy liquor guy flake right get hold somebodi 4 loko night,156,40,2
0,yup n fren lor meet fren 730,47,14,2
0,yeah got one line us,32,9,1
0,stop wonder ever go stop tm whenev want mine laugh,137,33,2
0,lol yep yesterday alreadi got fireplac anoth icon sit,101,21,3
0,hey book pilat yoga lesson alreadi haha,59,12,1
0,happen behav like,43,9,1
1,1 new messag pleas call 08712400200,48,10,2
0,supervisor find 4 one lor thk student havent ask yet tell u aft ask,95,25,3
0,hello news job make wait fifth week yeah im woozl weasel exet still home 3,142,35,4
1,current messag await collect collect messag call 08718723815,100,17,2
0,hey babe sorri get sooner gari come fix caus think know go far ptbo say cost lt gt buck know might cheaper find someon second hand machin right let know want babe,327,84,4
0,make 3 4 fuck sake x,29,10,3
0,leav u alway ignor,36,9,2
0,nope b go 2 sch fri quit earli lor co my si got paper da morn,87,24,1
0,bruce b down amp fletcher,35,9,1
0,said would woke,62,17,2
0,hey free call,32,9,1
0,tell who pl,24,8,1
1,urgent mobil award bonu caller prize final attempt 2 contact u call 08714714011,122,23,4
0,think might give miss teach til twelv lectur two damn work thing,112,26,3
0,id check like 1 bowl worth left,57,13,1
0,ye mani sweet,26,5,1
0,would still cozi exhaust last went school work everyth close,110,23,3
0,buzzzz grin buzz ass buzz chest buzz cock keep phone vibrat feel shake,147,37,7
0,sir send group mail check,32,8,1
0,da intro cover energi trend n pro n con brief descript nuclear fusion n oso brief histori iter n jet got abt 7 n half page,151,33,1
0,nowher ikno doesdiscount,44,9,1
0,dont know jabo abi,30,8,1
1,ever notic drive anyon go slower idiot everyon drive faster maniac,135,28,1
0,yet ya sapna aunti maneg hogidh chinnu full weak swalpa black agidhan,94,19,1
0,good babi,28,9,2
0,mostli sport type lyk footbl crckt,38,9,1
0,head dey swell oh thank make day,46,11,2
0,u make fb list,23,6,1
0,sari need tim bollox hurt lot tol,65,18,1
0,happi new year princess,24,5,1
0,text carlo let know hang,42,11,1
0,worri easi ingredi,45,11,1
0,love u 2 littl poci bell sorri love u,54,15,1
0,ok omw castor,26,8,1
0,yar lor keep rain non stop u wan 2 go elsewher,60,15,1
1,xma offer latest motorola sonyericsson nokia free bluetooth dvd doubl min 1000 txt orang call mobileupd8 08000839402,159,29,4
0,u mean u almost done done wif sleep tot u go take nap yup send liao pick ard 4 smth lor,141,38,3
0,tonight yeah,35,10,2
0,eat fo lunch senor,32,7,1
0,said right giggl saw u would possibl first person2di nvq think much could,143,32,2
0,break time one come n get stuff fr,61,17,2
1,repli win weekli profession sport tiger wood play send stop 87239 end servic,109,21,3
0,see ca see mayb reboot ym seen buzz,96,26,3
0,still grinder,30,7,1
1,1 polyphon tone 4 ur mob everi week txt pt2 87575 1st tone free get txtin tell ur friend 16 repli hl 4info,147,35,6
0,see k,41,15,2
0,list buyer,30,9,1
0,idea guess work hour suppos leav sinc usual nobodi interest figur shit last second,157,33,1
0,mm entir sure understood text hey ho weekend,71,16,3
0,releas vday shirt u put make bottom half nake instead white underwear,112,22,1
0,know watch film comput,43,10,1
0,b4 thursday,14,3,1
0,oh phone phone disconnect,49,10,1
0,id onluy matter get offcampu,47,8,1
1,messag free welcom new improv sex dog club unsubscrib servic repli stop msg 150p,134,28,4
0,excel see riley plan,42,10,1
0,ew one,23,7,1
0,also hi wesley,30,7,1
0,ah see lingo let know wot earth finish make,108,28,3
1,12mth half price orang line rental 400min call mobileupd8 08000839402,110,17,1
0,imagin life without see fast u search worri l alway disturb u goodnoon,119,30,1
0,hm good morn headach anyon,37,10,2
0,yeah prob last night obvious catch speak soon,75,15,2
1,free unlimit hardcor porn direct 2 mobil txt porn 69200 get free access 24 hr chrgd 50p per day txt stop 2exit msg free,152,33,2
0,might go 2 sch yar e salon v bore,46,14,2
0,lt gt min stop somewher first,51,16,1
0,lt gt fast approach wish u happi new year happi sankranti happi republ day happi valentin day happi shivratri happi ugadi happi fool day happi may day happi independ day happi friendship mother father teacher children day amp happi birthday 4 happi ganesh festiv happi dasara happi diwali happi christma lt gt good morn afternoon even night rememberi first wish u raj,461,98,4
0,one joy lifei wake daywith thought somewheresomeon care enough tosend warm morn greet,127,22,1
0,get second half messag,44,10,1
0,wat time u wan 2 meet later,34,10,1
0,thank much selfless love plenti,72,17,2
0,film ill call later,30,8,1
0,dare chang ring,27,6,1
0,bad girl ladi,48,13,2
0,love ya tri budget money better babe gari would freak knew,90,21,2
0,part understand,52,12,1
0,finish lunch alreadi u wake alreadi,47,11,2
0,still game,22,6,1
0,got tallent wast,41,9,1
0,record one night,37,10,2
0,also sir sent email log usc payment portal send anoth messag explain thing back home great weekend,173,37,3
0,gon na let know co come bak holiday day come number,95,20,3
0,jokin lar depend phone father get lor,69,17,1
0,aight lem know,27,8,1
0,get readi lt gt inch pleasur,47,14,1
0,feel like john lennon,32,11,2
0,co darren say consid mah ask,50,11,1
0,bother trust answer pl,63,15,2
0,one day crab run sea shore wave came n clear footprint crab crab ask frnd r u clear beauti footprint wave repli fox follow ur footprint catch that clear frndsship never let u dwn gud nyt,295,68,3
0,aight time want come,39,10,1
0,slaaaaav must summon time wish come anymor,120,30,4
0,bill 3 that bad,45,11,1
0,let know chang next 6hr even appendix age rang howev imposs chill let know 6hr,169,39,4
0,hello yeah got bath need hair come done yeah,101,29,1
0,weather,32,8,1
0,much though h friday cant wait dunno wot hell im gon na anoth 3 week becom oh wait alreadi done,150,39,4
0,die e toot fring,40,10,1
0,lol know awesom phone could click delet right want,85,20,2
0,awesom question cute answer someon ask boy ur life smile amp answer fine gudnit,135,39,5
0,pleas leav topic sorri tell,49,10,1
0,pl send correct name da,32,8,1
0,happen yo date,29,7,1
0,webpag avail,24,5,1
0,woke yeesh late fall asleep til lt gt,74,25,3
1,unsubscrib servic get ton sexi babe hunk straight phone go http subscript,141,28,4
0,dear know lt gt th lt gt th birthday love gopalettan plan give small gift day like particip welcom pleas contact admin team detail,242,61,4
0,k k tomorrow onward start ah,40,10,1
0,u talk bout earli morn almost noon,66,15,2
0,fine rememb,25,7,2
1,hi babe jordan r u im home abroad lone text back u wan na chat xxsp text stop stopcost 150p 08712400603,147,32,2
0,mani buy,26,7,1
0,sound good keep post,27,6,1
1,get brand new mobil phone agent mob plu load goodi info text mat 87021,121,28,3
0,april cant wait,23,7,3
0,boy best get yo ass quick,38,9,1
0,ay wana meet sat wkg sat,35,11,1
0,wait till 2 bu pick,55,16,1
0,apart one told yesterday,46,10,1
0,ok lor buy wat,22,7,2
0,somebodi go andro steal ice,42,8,1
0,know msg recent,35,9,2
0,take us shop mark distract,53,9,1
0,mum hope great day hope text meet well full life great day abiola,112,27,4
0,sens foot peni,39,10,1
0,okay thought expert,38,8,1
0,deep sigh miss realli surpris gone net cafe yet get miss,129,36,3
0,thinl role like stand other hit,67,16,2
0,great trip india bring light everyon project everyon lucki see smile bye abiola,147,32,4
0,importantli discuss u,61,14,1
0,k k train process,38,11,1
0,ok lor ned 2 go toa payoh 4 2 return smth u wan 2 send wat,82,24,2
0,da car park,15,4,1
0,wish hold tightli make see import much mean much need life,153,37,5
0,ask anthoni dad bf,42,12,3
0,wana fal luv vth book bed fal luv vth yen madodu nav pretsorginta nammanna pretsovru import alwa gud,155,40,4
0,go take bath ill place key window,52,14,1
1,lord ring return king store repli lotr 2 june 4 chanc 2 win lotr soundtrack cd stdtxtrate repli stop end txt,140,32,2
0,dear take care reach u lot,54,14,2
0,,49,1,1
0,emigr someth ok mayb bit hope,67,14,2
0,olol print forum post guy exact prob fix gpu replac hope dont ignor,139,29,2
0,walk mom right stagwood pass right winterston left victor hill address lt gt,110,27,3
0,yo jp hungri like mofo,37,11,1
0,creepi crazi,40,10,1
0,ok din get ur msg,25,8,2
0,pathaya enketa maraikara pa,28,5,1
0,even friend priest call,48,12,1
0,u lousi run alreadi come back half dead hee,58,14,1
0,said bad dat e gal know u wat u,66,20,1
0,remind hr,26,8,1
0,hope would send messag rent due dont enough reserv complet gone loan need hope could balanc lt gt way could get till mid march hope pay back,297,76,6
0,hi happi new year dont mean intrud pl let know much tuition paid last semest much semest thank,148,33,4
0,hello hun ru way im good 2 date guy met walkabout far meet soon how everyon els,149,39,6
0,lol gon na last month cash left lt gt case collect week caus announc blog,154,41,3
1,good luck draw take place 28th feb good luck remov send stop 87239 custom servic 08708034412,112,22,4
0,short cute good person,36,9,1
0,decid yet eh,35,8,1
0,wat time liao still got,31,8,1
0,ye watch footi worri go blow phil nevil,70,15,1
0,wait 4 insid da car park,34,9,1
0,uncl abbey happi new year abiola,35,8,3
0,free call pa,23,7,1
0,r u say order slipper co pay return,76,18,1
0,stop know well,24,6,1
0,good even roger,41,11,3
0,small problem auction punj ask tiwari,48,10,1
0,tell tell one treat hi hi hi,59,16,2
1,1st wk free gr8 tone str8 2 u wk txt nokia 8007 classic nokia tone hit 8007 poli,139,32,4
0,u come 2 pick,19,6,1
0,that cool like photo sexi,51,13,3
0,would u fuckin believ didnt know thur pre book cancel need b sack,122,26,2
0,haha better late ever way could swing,53,13,1
0,finish 6,22,8,2
1,lookatm thank purchas video clip lookatm charg 35p think better send video mmsto 32323,156,37,4
0,bar b q store life twat orang dungere came ask want deck got first punch,155,39,4
0,messag food,25,7,2
0,ok go sleep hope meet,39,11,2
0,let know detail fri u find co tom mention chines thank,104,24,2
0,right think,45,11,1
0,wat r u,18,6,1
0,ur lectur,19,5,1
1,sexi sexi cum text im wet warm readi porn u fun msg free recd msg 150p inc vat 2 cancel text stop,144,35,3
0,custom place call,30,6,1
0,plan yet go join compani jan 5 know happen,91,20,1
0,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklac madstini grl agalla boy hogli 1 mutai eerulli kodthini grl love u kano,156,40,2
0,haha heard text around,45,11,1
0,get tomorrow send,42,9,1
0,babe thasa bit mess,36,7,1
0,oh that late well good night give u call tomorrow iam go go sleep night night,113,27,3
0,u tex mecaus u werebor yeah okden hunni r uin wk sat likeyour havin gr8fun j keep updat countinlot lovem,143,29,3
0,sorri meet call later,38,9,1
0,yo howz u girl never rang india l,43,12,4
0,yeah wors,29,7,1
0,tag friend seem count friend,61,13,1
0,long time rememb today,33,8,2
0,havent shop lor juz arriv,41,8,1
0,thank better work caus feel use otherwis,60,13,2
0,challeng know,44,13,2
0,much ur hdd case cost,32,8,1
0,mysteri solv open email sent anoth batch sweeti,87,20,3
0,ca describ lucki actual awak noon,66,15,1
1,2nd time tri contact u prize claim call 09053750005 b4 sm 08718725756 140ppm,154,32,3
0,cheer card time year alreadi,56,13,1
0,ugh hope asu ppl dont randomli reformat,55,11,1
0,seen facebook huh lol,35,10,2
0,mah b pick tomorrow,31,9,1
0,still otsid le u come 2morrow maga,38,9,1
0,u still plumber tape wrench could borrow,59,13,1
1,dear voucher holder claim week offer pc pleas go http ts cs appli,114,25,2
0,vl bcum difficult,27,6,1
0,havent still waitin usual come back sch oredi,57,12,1
0,meet da call,30,8,2
0,k k watch film,33,13,1
0,cinema plu drink appeal tomo fr thriller director like mac,92,22,2
0,size eleph tablet u shove um ur ass,59,15,2
0,mani peopl seem special first sight remain special till last sight maintain till life end take cr da,160,34,2
0,parent kidz friend n colleagu scream surpris wait sofa nake,130,32,5
0,dunno juz askin co got card got 20 4 salon call hair sens tot da one cut ur hair,113,31,1
0,good morn pooki pie lol hope wake u,52,13,2
0,mayb woke fuck 3 would problem,65,15,1
0,happi birthday lot nri,59,10,1
1,2nd time tri 2 contact u 750 pound prize 2 claim easi call 08712101358 10p per min,153,34,4
0,x2 lt gt go get,41,15,2
0,hi neva worri bout da truth coz truth lead 2 ur heart least uniqu person like u deserv sleep tight morn,139,30,3
1,ur award citi break could win summer shop spree everi wk txt store,152,22,2
0,ur paper today e morn aft,35,10,1
0,lick everi drop readi use mouth well,69,18,1
0,expect whenev text hope goe well tomo,68,15,3
0,great p diddi neighbor come toothpast everi morn,68,13,2
0,av new number wil u use one ta,49,16,2
0,poke man everyday teach canada abi say hi,96,23,3
0,7 lor chang 2 suntec wat time u come,46,12,1
0,see onlin shop ask,47,11,1
0,curiou cuz ask,50,11,1
0,okay lor wah like def wont let us go haha say term condit,110,26,1
0,haha yup hope lose kg mon hip hop go orchard weigh,97,22,2
0,good r u work,46,13,3
0,oh ye littl weather kind coccoon home,90,22,1
0,home also,13,4,1
0,phone weirdest auto correct,41,8,1
0,oop phone die even know yeah like better,65,17,2
0,havent mu ask u 1st wat meet 4 lunch den u n meet alreadi lor u wan 2 go ask da ge 1st confirm w asap,134,37,3
0,said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid cake n wife,145,43,3
0,oh yeah hav great time postcard 1 look girl im gone u know 1im talkin bout xx,131,33,2
0,got divorc lol,33,9,3
0,ur pin,14,5,1
0,babe got enough money pick bread milk give back get home,105,26,2
0,want snow freez windi,42,11,2
1,urgent tri contact today draw show prize guarante call 09066358361 land line claim y87 valid 12hr,161,32,5
0,come mahal bu stop lt decim gt,40,13,1
0,know week go tirunelvai da,47,13,1
0,babi promis treat well bet take good care,80,21,3
0,like hotel dusk game think solv puzzl area thing,72,16,2
1,thank rington order refer number x29 mobil charg tone arriv pleas call custom servic 09065989180,157,27,3
0,hi love goe day fuck morn woke drop cell way stair seem alright phew miss,150,38,3
0,well must pain catch,33,8,1
0,sorri da mistak,33,7,1
0,need coz never go,32,8,1
0,rose red red blood blood heart heart u send ti ur friend includ u like u get back r poor relat need 1 support r frnd 2 mani luv u some1 pray god marri tri,281,75,7
1,ur current 500 pound maxim ur send collect 83600 cc 08718720201 po box,142,26,2
0,feel like dick keep sleep text facebook messag sup town,102,22,2
0,plm come da way,34,11,2
0,guess want alon time could show watch,73,17,2
0,height recycl read peopl spend time earn money money spent spend time good morn keep smile,149,33,2
0,yup comin,21,7,1
0,ye princess toledo,22,6,2
0,aight text back mu swing need somebodi get door,92,23,1
0,ron say fri leh n said ding tai feng cant make reserv said wait lor,86,21,3
0,good swimsuit allow,28,7,2
0,okay soon best,40,11,3
0,cute thought friendship necessari share everi secret ur close frnd,90,17,1
0,ok sent u da latest version da project,47,12,1
0,pl accept one day beg chang number,63,15,2
0,squeeeeez christma hug u lik frndshp den hug back u get 3 u r cute 6 u r luvd 9 u r lucki none peopl hate u,147,46,5
0,ok anybodi ask abt u tel,47,15,1
0,funni fact nobodi teach volcano 2 erupt tsunami 2 aris hurrican 2 sway aroundn 1 teach hw 2 choos wife natur disast happen,151,28,1
0,gon na ring weekend wot,37,10,1
0,also track lighter find,41,8,1
0,babe need advic,24,6,1
0,leav around four ok,32,7,1
0,come medic colleg 7pm forward da,50,10,1
0,k k good go,35,14,1
0,make lasagna vodka,38,9,1
0,hi kate u give ring asap xxx,41,11,1
0,peopl tour thought sofa thing sent curiou sugar,118,26,4
0,told go got drunk,57,15,1
0,fuck chicken messag would late woould buzz hear word,115,26,2
1,congratul thank good friend u xma prize 2 claim easi call 08718726978 10p per minut,159,31,5
0,alway look excus citi,51,13,1
0,yup still coffe wif fren fren drove give lift,82,20,1
0,shore takin bu,29,7,1
0,u gon na get deu ex,23,8,1
0,send email mind lt gt time per night,72,22,2
1,44 7732584351 want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705,173,33,2
0,tap spile seven pub ga st broad st canal ok,72,21,3
0,ok come n pick u engin,33,10,1
0,never want tell short late,111,28,2
0,raviyog peripher bhayandar east,34,4,1
0,k actual guy meet sunoco howard right way,86,20,2
0,moon come color dream star make music sm give warm peac sleep good night,121,26,2
0,finish eat got u plate leftov time,61,14,3
0,thanx lot,14,4,1
0,hurri home u big butt hang last caller u food done starv ask cook,120,32,4
0,lol right diet everyday cheat anyway meant fatti,78,21,4
0,great day beauti one,50,12,2
0,happen interview,27,5,1
0,badrith chennai sure pick us competit,79,20,1
0,tot group mate lucki havent repli wat time need leav,85,21,1
0,hey around got enough half ten owe,62,17,2
0,hey tmr mayb meet yck,33,8,1
0,alrit sam nic checkin ur,68,16,1
0,make easi pay back lt gt yr say pay back earlier get,107,32,3
0,worri sure get,37,12,2
0,ga station like block away hous drive right sinc armenia end swann take howard,132,29,1
1,someon u know ask date servic 2 contact cant guess call 09058097189 reveal pobox 6 ls15hb 150p,139,29,4
1,camera award sipix digit camera call 09061221066 fromm landlin deliveri within 28 day,105,19,3
0,tuition hm go 1120 1205 one mind,69,20,3
0,smoke peopl use smoke justifi ruin shit,85,18,1
0,dear good morn feel dear,38,7,1
0,littl med say take everi 8 hour 5 pain back took anoth hope die,114,31,5
0,beauti tomorrow never come come alreadi today hunt beauti tomorrow wast wonder today goodmorn,151,30,3
0,dunno lei decid lor abt leona oop tot ben go n msg,81,22,3
0,hi move in2 pub would great 2 c u u cud come,80,23,3
1,today voda number end 5226 select receiv 350 award hava match pleas call 08712300220 quot claim code 1131 standard rate app,157,29,2
1,messag free welcom new improv sex dog club unsubscrib servic repli stop msg 150p 18,134,29,4
0,ever easier,35,8,1
1,rct thnq adrian u text rgd vatian,40,10,2
0,stop call everyon say might cancer throat hurt talk ca answer everyon call get one call babysit monday,165,35,4
0,tough,42,13,1
0,im gonnamissu much would say il send u postcard butther abouta much chanc merememberin asther ofsi breakin contract luv yaxx,153,31,3
0,ee msg na poortiyagi odalebeku hanumanji 7 name ee 7 name lt gt janarig ivatt kalisidar next saturday olag ondu good news keluviri maretar ind 1 dodda problum nalli siguviri idu matra lt gt true neglet,320,61,2
0,hi darlin finish 3 u 1 2 pick meet text back number luv kate xxx,93,25,2
0,set place heart mind mind easili forget heart alway rememb wish happi valentin day,148,32,2
0,surpris still guess right lor,50,11,1
0,oki wan meet bishan co bishan drive today,73,19,3
0,hi darlin work u get troubl ijust talk mum morn realli good time last night im goin soon call u,158,37,3
0,know serv mean,54,14,2
0,huh hyde park mel ah opp got confus anyway tt e best choic den juz take,113,30,2
0,oh gei happend tron mayb ill dl 3d,70,19,3
0,know girl alway safe selfish know got thank good night,77,19,3
0,worri hope photo shoot went well spif fun workag,72,16,2
0,freez crave ice fml,33,8,2
0,kay sinc alreadi,32,7,2
0,eh sorri leh din c ur msg sad alreadi lar watch tv u still offic,91,25,5
0,yo im right yo work,22,6,1
0,ok darlin supos ok worri film stuff mate babysit call,148,33,2
0,wake sinc check stuff saw true avail space pl call embassi send mail,126,29,3
0,nope juz work,28,7,1
0,huh fast dat mean u havent finish paint,52,11,1
0,number u live 11,36,11,2
0,put parti 7 day week studi lightli think need draw custom checkbox know hardcor,126,28,1
0,sac score big set batsman,47,11,1
0,send yetti number pl,27,7,1
0,much cost approx per month,41,10,2
0,ok theori test go book think 21 may coz thought wan na go jiayin isnt free,130,34,6
1,contact date servic someon know find call land line pobox45w2tg150p,140,28,3
0,fine give call know want question,83,20,1
0,sorri got late start way,41,12,1
0,u go back urself lor,28,7,1
0,ga station go,34,10,2
0,k u bore come home,39,12,1
0,babe love cover face kiss,54,19,5
0,like made throw smoke friend car one time awesom,90,21,1
0,still check da,35,10,3
